Unnamed: 0.1,Unnamed: 0,text,label,id,toxicity_score,target_groups
85,5623,to repeat a quote from 1 of the smartest men i have ever read thomas sowell racisim is like ketchup u can put it on anything,1,19916,2.25,['all_groups']
86,4075,why send the illegals with a free bus ticket 1000 and tell them berkeley liberals are easy win win they can never tell,1,15638,2.25,['all_groups']
87,4863,she didnt feel a sense of self worth she didn t deserve to die for that but she fits the white anti white profile,1,18907,2.25,['all_groups']
88,3753,it s too bad that neocons won t allow white people to feel the same way without getting called ugly epithets,1,14339,2.25,['all_groups']
89,7252,always inspired by for maga,0,1179,1.0,['all_groups']
90,1320,fair immigration is a branded hate group run by a racist with white supremacist members supported by company big into eugenics,1,4989,2.25,['all_groups']
91,3233,it s race bro whites need to stop denying this reality and fight fir their survival,1,12468,2.25,['all_groups']
92,218,where were the protests in milwaukee when five blacks were killed just prior to the young man who the cops killed,1,855,2.25,['all_groups']
93,3441,another native swedes get mob attacked by non white immigrants in stockholm video,1,13070,2.25,['all_groups']
94,3540,no no you just need a white person to explain it to you if you vote dem your first 5 white attack poodles are free,1,13495,2.25,['all_groups']
95,10104,being white doesn t make a person a white supremacist,0,4906,1.0,['all_groups']
96,903,yet u let terrorist like anjem spit hate at everyone anyone who doesn t like islam is racist,1,3717,2.25,['all_groups']
97,6634,have you ever had ethiopian cuisine neither have they,1,21009,2.25,['all_groups']
98,11095,because they re racist too,0,8595,1.0,['all_groups']
99,2894,anyone that is not muslim better be a msulim hate group cause they hate you,1,11328,2.25,['all_groups']
100,13935,and then yall have the nerve to complain when people call actual nazis nazis,0,17717,1.0,['all_groups']
101,4442,i ll discuss it with you why are white men the only group in america not allowed to adv,1,17024,2.25,['all_groups']
102,8094,jeh walking it back on freedom religiousfreedom,0,2379,1.0,['all_groups']
103,10285,violent white nationalist protests prompt state of emergency in virginia,0,3606,1.0,['all_groups']
104,4209,jews and white nationalism go together like fire diarrhea tcot cuckservative,1,16173,2.25,['all_groups']
105,2140,save your tax dollars deport the illegals now,1,8076,2.25,['all_groups']
106,1489,kkk alive and well white brother hood unite ku klux klan if it aint white it aint right,1,5600,2.25,['all_groups']
107,8975,white genocide in the united states of america a 100 year history read more via,0,3650,1.0,['all_groups']
108,8496,where all white boys do there thing,0,15594,1.0,['all_groups']
109,290,islam is not a race obama white house wants to change that via,1,1130,2.25,['all_groups']
110,1783,america is ours we created it usa was founded by white nationalists the rest of you are just,1,6692,2.25,['all_groups']
111,13424,speaking in minutes watch live here pjnet tcot t2sda benghazi orpuw lnyhbt,0,12689,1.0,['all_groups']
112,410,they are white and polish all you are saying is america is less picky about which white people we get,1,1735,2.25,['all_groups']
113,8373,in excitement forgot that modi isn t first but puppet pm mms was first to get,0,16140,1.0,['all_groups']
114,3429,altright are the only true right the gop are marxist diversity enablers white america deserves better than this,1,13027,2.25,['all_groups']
115,6005,i think we knock off the hearings for illegals and us the taxpayers will gladly cough up the money to repatriate them to where the hell they come their foreheads so we know they got deported in case they come back,1,20317,2.25,['all_groups']
116,7920,minorities are not rounding up white americans and killing us off what are you so afraid of,0,3377,1.0,['all_groups']
117,9059,did i mention that is designated as a white supremacist hate group by the southern poverty law center,0,1291,1.0,['all_groups']
118,8422,the dark black hood wearing antifa are indeed a dark force and an evil force sunlight on their face,0,10901,1.0,['all_groups']
119,3208,hi robert could you explain why obama is threatened and mocked by isis even though he seems to be one of them,1,12371,2.25,['all_groups']
120,13863,white man,0,7546,1.0,['all_groups']
121,13291,a few weeks ago on counter currents an article which said alt righties overreact to trump moves he has,0,15858,1.0,['all_groups']
122,11891,where did i say antiwhites cannot be white not too bright are you,0,1807,1.0,['all_groups']
123,11360,why gang for every race ab jews but no white aryans because u lost the biggest among u will die but props to,0,18392,1.0,['all_groups']
124,6847,what is a muslim s favourite band the taliband their performances always blows the audience away,1,21222,2.25,['all_groups']
125,1433,they are the only racial group that are still cannibals even people just related like many islanders eat people,1,5419,2.25,['all_groups']
126,357,just like democrats scream white supremacist and racist whenever they are losing a debate,1,1476,2.25,['all_groups']
127,3210,hope in hungary rapefugees refugees wpww whitegenocide,1,12374,2.25,['all_groups']
128,1739,both the angry disaffected white who is losing his love for america and the normie who notices thing,1,6558,2.25,['all_groups']
129,1579,did you know 98 of farmers in america are white if it wasn t for white people you wouldn t even be on twitter right now,1,5913,2.25,['all_groups']
130,6073,a long time ago it used 2b this way we didn t allow ppl in who didn t have something 2offer us,1,20386,2.25,['all_groups']
131,8997,originally southafrica is a black country go home white people they are strangers do you think is it right,0,1586,1.0,['all_groups']
132,3833,white power in white contries,1,14723,2.25,['all_groups']
133,4374,whites tend to wait until the eleventh hour when its time to circle the wagons the,1,16758,2.25,['all_groups']
134,13789,i have a sense carson was staying in just to split votes from cruz he s been chummy with dt and giving me chris christie vibes,0,49,1.0,['all_groups']
135,11133,rashard wright is an antiwhite extremist at wearevbschools he actively promotes black issues white guilt this is why,0,8057,1.0,['all_groups']
136,3487,germany non white in one generation via whitegenocide isn t real just about race mixing,1,13267,2.25,['all_groups']
137,11999,my white neigborhood is still white in the center of chicago because of street theater,0,604,1.0,['all_groups']
138,3550,pl do not listen to your american advisors born in india but now agents of jews like governor and others,1,13545,2.25,['all_groups']
139,4817,has jewish communism been successful in america leave a comment and tell us what you think marxism israel,1,18695,2.25,['all_groups']
140,7502,trump has gotten stale no more energy now that he s focused on standard boring gop corporate agenda,0,10968,1.0,['all_groups']
141,3482,fuhrer was a genius see his analysis adolf hitler explains,1,13258,2.25,['all_groups']
142,2531,the trucons inside the cagopconvention are probably ready to surrender to the mexican forces california isn t the hill to die on,1,9984,2.25,['all_groups']
143,6351,no fucking deal send them back they have absolutely nothing to offer no skills at all give me my cubans back without delay,1,20675,2.25,['all_groups']
144,4351,aryan men women will either rise up to fight for their heritage children future or the white race will cease to exist your choice,1,16691,2.25,['all_groups']
145,11304,befitting epithet national cancer for the gop in present context,0,4905,1.0,['all_groups']
146,11614,come watch the fine lads at and talk about race and european heritage at,0,1262,1.0,['all_groups']
147,2988,now that you mention it maybe a wall at the alabama border isn t such a bad idea,1,11697,2.25,['all_groups']
148,5405,they dont look human they look like a bunch of ugly monkeys sorry monkeys r better looking,1,19684,2.25,['all_groups']
149,8437,i love you jared,0,17007,1.0,['all_groups']
150,9522,cuckservatives deserve their reward that includes trump losing the next election,0,13211,1.0,['all_groups']
151,9787,yeah ryan but you don t mind clogging up american jails with american lawbreakers,0,15771,1.0,['all_groups']
152,2980,nice strawman argument but no rich white politicians and jews are working against middle class and poor whites yes,1,11683,2.25,['all_groups']
153,13256,why on earth would he kill white ppl wtf,0,19072,1.0,['all_groups']
154,977,agreed the white race has built and invented every aspect of modern civilisation,1,3930,2.25,['all_groups']
155,6478,10 yrs hard labor put him on chain gangs and build the wall,1,20807,2.25,['all_groups']
156,2769,this is the second time in american history white man is minority america is not white man s homeland go back to europe,1,10949,2.25,['all_groups']
157,1944,the days of whites failing to notice our own displacement are over sportsball boycottnfl 14words maga,1,7245,2.25,['all_groups']
158,11341,councilor offended by anti racist anti white stickers in lincoln england,0,10357,1.0,['all_groups']
159,10612,white reporter loses his job for violating the standard,0,3676,1.0,['all_groups']
160,13925,i disavow the racist antisemitic alt right,0,8763,1.0,['all_groups']
161,1723,you know they re fundamentally nuts when muslims hate other muslims enough to kill them,1,6514,2.25,['all_groups']
162,10442,2 just imagine what would be happening if open borders hillary was president,0,18442,1.0,['all_groups']
163,476,a wall is meaningless once amnesty is granted in time they will tear down the wall like they are tearing down statues notrumpamnesty,1,2085,2.25,['all_groups']
164,4104,of course unlike many white racists we aren t mindless haters the jewish finance shark isn t any worse than a white one,1,15735,2.25,['all_groups']
165,8565,whoever said that was larping vast majority of people think italians are white,0,16549,1.0,['all_groups']
166,6332,finish islam or u r finished,1,20653,2.25,['all_groups']
167,7787,elder my man you don t look too much like a white supremacist to me america loves your perspective keep on tweeting,0,16898,1.0,['all_groups']
168,4149,as a true pro white who refers to white people as inbred trash you need to listen to my advice on how,1,15911,2.25,['all_groups']
169,907,you don t look white lol,1,3726,2.25,['all_groups']
170,11541,oklahoma governor calls for end to taxpayer funding of planned parenthood,0,12178,1.0,['all_groups']
171,10560,feel free to come to dc on 11 5 we will be very easy to find expectus,0,6879,1.0,['all_groups']
172,7699,holocaust revisionism the truth video thomas dalton phd i am just about to watch this but did a search o,0,17881,1.0,['all_groups']
173,14068,to be torn down is the promotion of race as a primary identifier of personal characteristics like preserving the white race,0,14872,1.0,['all_groups']
174,7732,opkkk anonymous have you brothers and sisters seen this clowns tl perhaps someone should help his account cough,0,6541,1.0,['all_groups']
175,5364,i beg your pardon every people have been repaired in latter generations except black people all have been recouped,1,19639,2.25,['all_groups']
176,10533,hunter wallace protected his tweets,0,16989,1.0,['all_groups']
177,1953,there are already enough mid easterners in western europe to effectively end the white race in under 30 years time,1,7271,2.25,['all_groups']
178,8793,adolf hitler you knew him what was he like general lon degrelle s memories read more via,0,13114,1.0,['all_groups']
179,1006,dan cook can we make w va a white state,1,4021,2.25,['all_groups']
180,10739,how are your loser traitor confederate monuments doing all you did was shine a light so t,0,4110,1.0,['all_groups']
181,6692,you know the only good thing about being a jewish chimney sweeper in auschwitz you get to have all your family and friends around you,1,21067,2.25,['all_groups']
182,4457,liberal white guilt will bring about the end of the white race and not wanting that to happen makes you a racist,1,17088,2.25,['all_groups']
183,12507,rt splc s mark potok donald trump is a racist has white nationalist positions via splc trump2016,0,1980,1.0,['all_groups']
184,286,antifa rally 45 bull dikes 27 beta cucks 18 homos 100,1,1119,2.25,['all_groups']
185,4288,we white people are in fact a global minority so why don t we have the right to protect and preserve our race,1,16478,2.25,['all_groups']
186,7801,i m pro white myself but not down for creating another proposition nation like the usa,0,6981,1.0,['all_groups']
187,13329,we will rise again like a fiery phoenix the tides are turning culturally and we ll make sure the pendulum continues to swing our way,0,4549,1.0,['all_groups']
188,10168,psychology tells us that masked people are more likely to engage in violence,0,9894,1.0,['all_groups']
189,9573,the venomous snakes the dems are so ignorant and evil they are so use to their own lies they think we,0,15504,1.0,['all_groups']
190,1139,the saudi s are funding mosque buildings all over the world britain is being overrun with them,1,4460,2.25,['all_groups']
191,8823,how am i a racist,0,6933,1.0,['all_groups']
192,1358,in your opinion they re racists you just say that because they re white anti racist a code word 4 anti white,1,5119,2.25,['all_groups']
193,4649,it s okay in our country to have pride in your race as long as as it s not white pride,1,17993,2.25,['all_groups']
194,4454,jew white and damned proud red white and blue gun totin pick up drivin south texas redneck here but of euro ancestry,1,17071,2.25,['all_groups']
195,9159,lotsa creationist trash on your comments no wonder you guys hate me you re human worshippers lol,0,12144,1.0,['all_groups']
196,10324,us says anti semitism a growing problem in europe via,0,6397,1.0,['all_groups']
197,8861,i feel for you dont cave to their pressure you be you black or white we are all the same praying for u,0,13332,1.0,['all_groups']
198,13841,in original vedic view there is no outcaste or untouchable all humanity forms a single organic being my study,0,5115,1.0,['all_groups']
199,2334,steve king obamas immigration move would trigger constitutional crisis,1,9034,2.25,['all_groups']
200,8731,there are corrupt black mayors and corrupt white politicians just as there are black and white murderers,0,16405,1.0,['all_groups']
201,2771,this thing is crushing feels like a big defeat all sides denying altright viewsfromthenotsogreatwhitenorth,1,10951,2.25,['all_groups']
202,11735,what a shock conservatism which has failed to conserve anything meaningful in 50 years didn t have more true believers,0,19031,1.0,['all_groups']
203,1655,scince knows white are further evolved then any other race,1,6255,2.25,['all_groups']
204,8651,these white parents are sick for deliberately endangering their children s lives,0,13679,1.0,['all_groups']
205,11572,kejriwal actually wants to join bjp it seems he only wants a good deal,0,559,1.0,['all_groups']
206,327,fear of islam far from being irrational is mandatory because it has become more dangerous daily wo,1,1318,2.25,['all_groups']
207,6945,how do you make a jew prematurely ejaculate pay for dinner,1,21320,2.25,['all_groups']
208,11330,red white and true blue,0,14497,1.0,['all_groups']
209,12300,south africa the white refugees no one wants via,0,6277,1.0,['all_groups']
210,4739,where the white women at via,1,18347,2.25,['all_groups']
211,9498,how to exploit the rise of the degenerate freak mafia chateau heartiste,0,6941,1.0,['all_groups']
212,4870,the genocide of white america 1980 2010,1,18953,2.25,['all_groups']
213,1253,are anti white racists fomenting violence against white americans,1,4773,2.25,['all_groups']
214,6075,use daca as a bargaining chip to massively reduce immigration end chain migration enforce e verify and reform refugee resettlement,1,20388,2.25,['all_groups']
215,1957,this is only the beginning believe me whitey is done being pushed around by marxist anarchist leftist anti white scum time for pushback,1,7294,2.25,['all_groups']
216,12040,maybe you should rethink that statement i own quite a few i m pretty sure every member is armed too,0,7963,1.0,['all_groups']
217,7771,how can congress protect religiousliberty in the hhs mandate shares tomorrow hobbylobbyday,0,16980,1.0,['all_groups']
218,7889,new podcast white people force minoritization and the rise of donald,0,612,1.0,['all_groups']
219,2323,patriotic germans demand angela merkel be hung for attempting to genocide the german people via,1,8961,2.25,['all_groups']
220,4580,rt jihad attack in jerusalem as the savage jihad against israel heats up again initial report cont h,1,17673,2.25,['all_groups']
221,10133,antifa is going to pikeville are they nuts,0,16730,1.0,['all_groups']
222,9241,dear please pass this around take your hoodsoff so u can see opkkk operationkkk,0,10482,1.0,['all_groups']
223,4953,how california is preparing illegal aliens for driving test noamnesty,1,19161,2.25,['all_groups']
224,13444,there is no black or white in the rainbow altright,0,10028,1.0,['all_groups']
225,8822,rt via yemen al qaeda kills 78 soldiers in massive surprise attack tcot,0,1968,1.0,['all_groups']
226,7639,wow and here we was giving them so much respect this whole time i feel betrayed no more mr nice guy maga jesussaves,0,17465,1.0,['all_groups']
227,3485,gender identity social classes et al all that bs in other words people that can t,1,13265,2.25,['all_groups']
228,4256,the black guy is trying to tell the other guy what his iq is drainthesewer,1,16365,2.25,['all_groups']
229,4884,video proof that everyone feels safe in majority white crowds meanwhile white londoners can t even walk their own streets duckfiversity,1,19012,2.25,['all_groups']
230,1964,truth about the holocaust religion terrifies its priests a nicely condensed piece on the fictional holocaust,1,7315,2.25,['all_groups']
231,4991,brewer to obama stop shipping illegals out of texas and dumping them in ariz cities via noamnesty,1,19206,2.25,['all_groups']
232,4097,because it s true even though they deny it anti racist is a code word for anti white,1,15721,2.25,['all_groups']
233,7053,men are just better at some things that s just the way it is like men are better at driving cars or flying airplanes but you sure look pretty,1,21429,2.25,['all_groups']
234,11101,the parties changed their positions gop started out liberal dems were originally conservative started changing in the late 40s,0,6325,1.0,['all_groups']
235,3059,white genocide accelerates is france at least 1 in 3 newborns are non white read more,1,11935,2.25,['all_groups']
236,1039,i howl at all the white doing the die in in ferg they think they not bigots,1,4142,2.25,['all_groups']
237,4509,twp nsm parrott heimbach are not pro white they are collaborators with the anti white media dress as they are told to to get on tv that is their job,1,17367,2.25,['all_groups']
238,6291,hide your kids your husband and your wife from this cretin,1,20610,2.25,['all_groups']
239,7918,this is germany 2 o they are still trying to control the world,0,3581,1.0,['all_groups']
240,13037,benedict boehner if anyone is lucifer it s obama or hillary boehner you are a crybaby and a disgrace,0,11356,1.0,['all_groups']
241,11039,day of community at nuremberg 1938 adolf hitler watched the huge demonstrations given on the zeppelin field,0,9572,1.0,['all_groups']
242,2848,rt antifa idiots turn on each other you re white you re inherently racist it s in your blood it s in your dna this warms my heart,1,11170,2.25,['all_groups']
243,6178,jail the lawless whimp,1,20492,2.25,['all_groups']
244,5572,what s next maybe he will give muslims the white house a new car new houses and more,1,19863,2.25,['all_groups']
245,8834,so white is a race now,0,10846,1.0,['all_groups']
246,2201,you call yourself fair should be rename white race for white states,1,8337,2.25,['all_groups']
247,1351,i more and more think is right black and white can t live together we should just find some way peacefully to separate,1,5079,2.25,['all_groups']
248,12753,senate has the votes should improve reconciliation bill to repeal obamacare keep defundpp david christensen,0,4383,1.0,['all_groups']
249,5250,spoken like a true nonwhite even more a race who shits on the streets pinnacle civilization lmao,1,19510,2.25,['all_groups']
250,2342,the people doing the telling are extreme racists anti white any one with the vote or weapon has the power to be sexist racist,1,9071,2.25,['all_groups']
251,12668,inspiring estonian nationalist torch light march thousands marched in support of nationalism estonia,0,512,1.0,['all_groups']
252,708,anti whites will demonize any white person focusing on their race in a positive way but if you look at,1,3051,2.25,['all_groups']
253,13819,republicanism has always been about suppression of white ethno natioanalism,0,17217,1.0,['all_groups']
254,9372,talks down to all other races but would be surprised to know the moors black tribe enslaved europe for 700 years,0,15456,1.0,['all_groups']
255,4194,i like is explicitly pro white they are polite about it but they are pro white is also a good group,1,16109,2.25,['all_groups']
256,9002,marxist have been hiding behind the demorat party for years election fraud 30 m illegals no id needed,0,5204,1.0,['all_groups']
257,12824,do u guys welcome any color or race,0,11434,1.0,['all_groups']
258,7337,i m so sick of this racist bunch also sick of being labeled a racist just because i m white,0,14276,1.0,['all_groups']
259,13002,when s the northwestern european heritage reception,0,11924,1.0,['all_groups']
260,1370,it s true we didn t invigorate the working white class just every other class and race haha,1,5158,2.25,['all_groups']
261,4099,heidi cruz supports merging the us with mexico so that employers can have rapid access to a larger pool of skilled labor cruzcrew,1,15723,2.25,['all_groups']
262,8969,i laugh at right wing idiots other right wing people are right up my ally,0,4144,1.0,['all_groups']
263,13722,because of the differences between fascism and ns i truly believe that adolf uncle benito were honestly great friends not just allies,0,15023,1.0,['all_groups']
264,4148,antifa is code word for anti white whitegenocide berkeley,1,15904,2.25,['all_groups']
265,11347,furthermore the video i linked is on the identity page of the identity europa website try again,0,13262,1.0,['all_groups']
266,5612,nah you and your nazi friends are going to be sent back to your inbred shack towns or end up in body bags,1,19905,2.25,['all_groups']
267,624,white gentiles must critically assess themselves also,1,2755,2.25,['all_groups']
268,8274,i think spencer is a good pro white spokesman,0,6970,1.0,['all_groups']
269,1493,the black white experiment has failed race politics,1,5617,2.25,['all_groups']
270,6223,bible publishers should be free to do business according to the book that they publish,1,20540,2.25,['all_groups']
271,3702,certainly the most turkic looking white man i ve ever seen but race is a social construct so the msm must be right,1,14127,2.25,['all_groups']
272,10782,conservatism inc exists to prevent this connection from taking place,0,11399,1.0,['all_groups']
273,8132,unbelievable a texas grand jury has indicted for investigating and its inhuman baby parts trafficking practices,0,9145,1.0,['all_groups']
274,1769,gentrification or white flight whites can t win via blacks working to maintain their lands and culture fine white people working to maintain their lands and culture well you know how this goes,1,6650,2.25,['all_groups']
275,12464,white supremacy at its best where is tariq nasheed,0,2779,1.0,['all_groups']
276,12124,rt bannon tonight in se alabama all they wanted him trump for was the corporate tax cut thats all they want him for as soon as they get that tax cut watch what happens,0,14854,1.0,['all_groups']
277,1053,if people don t realize antifa is violent they re blind,1,4178,2.25,['all_groups']
278,3898,absolutely not white protestant christians built america and,1,14963,2.25,['all_groups']
279,3996,no sanctuary cities period,1,15331,2.25,['all_groups']
280,10149,muslims will continue to test the legal waters until there is no longer the need to it seems that the accused is a muslim,0,2438,1.0,['all_groups']
281,2471,i wish i could understand what makes some white people embrace their own extinction are they sleepwalking,1,9692,2.25,['all_groups']
282,9308,so loving ones own people is white supremacy,0,10284,1.0,['all_groups']
283,5038,no does round them up and drop there tb infected asses at obama s new home and homes of hollywood celebs,1,19264,2.25,['all_groups']
284,8606,scotus declined to take case related to certain plannedparenthood grant docs kept secret by obama administration,0,3844,1.0,['all_groups']
285,6424,a civil war is coming we need to keep these animals out of the us vote trump,1,20751,2.25,['all_groups']
286,10405,hillary wants open borders when america becomes over populated we will see shanty towns across our beautiful country,0,1365,1.0,['all_groups']
287,8454,via ghana muslim leader says boko haram is not an islamic group tcot,0,8230,1.0,['all_groups']
288,11823,i think we found you guys a new supporter,0,10601,1.0,['all_groups']
289,4767,rt i only care about freedom name one white area that kept western freedom after whites lost control blocked you racist cuckservative,1,18466,2.25,['all_groups']
290,7785,it s very disappointing our goy s in the white house but there are cucks in the congress,0,14340,1.0,['all_groups']
291,2214,mixing easter and holocaust commemoration literal holocaustianity that jew died for you,1,8407,2.25,['all_groups']
292,7942,rt the much touted libertarian moment didn t come to pass but i ll settle for the isolationist moment,0,2904,1.0,['all_groups']
